Id,Label,generation 0,generation 1,generation 2,generation
798,"CASE OF OGIS-INSTITUT STANISLAS, OGEC ST. PIE X AND BLANCHE DE CASTILLE AND OTHERS v. FRANCE",False,False,True,2
799,CASE OF EISENSTECKEN v. AUSTRIA,False,False,True,2
800,CASE OF ŞİMŞEK v. TURKEY,False,False,True,2
801,CASE OF PASCULLI v. ITALY,False,False,True,2
802,CASE OF PANYUSHKINY v. RUSSIA,True,False,False,0
803,CASE OF SHVEDOV v. RUSSIA,False,False,True,2
804,CASE OF GIRARD v. FRANCE,False,False,True,2
805,CASE OF GEORGI DIMITROV v. BULGARIA,False,False,True,2
806,CASE OF MANUSHAQE PUTO AND OTHERS v. ALBANIA,False,True,False,1
807,CASE OF PATERA v. THE CZECH REPUBLIC,False,False,True,2
808,CASE OF SHAHANOV v. BULGARIA,False,False,True,2
809,CASE OF C.A.S. AND C.S. v. ROMANIA,False,False,True,2
810,CASE OF BĂRBULESCU v. ROMANIA,False,False,True,2
811,CASE OF RTBF v. BELGIUM,False,False,True,2
812,CASE OF HARIS v. SLOVAKIA,False,False,True,2
813,CASE OF ABDOELLA v. THE NETHERLANDS,False,False,True,2
814,CASE OF ZANA v. TURKEY,False,False,True,2
815,CASE OF MANGUALDE PINTO v. FRANCE,False,False,True,2
816,CASE OF MASON AND OTHERS v. ITALY,False,False,True,2
817,CASE OF LAUMONT v. FRANCE,False,True,False,1
818,CASE OF CHORNENKO v. UKRAINE,True,False,False,0
819,CASE OF LASKOWSKA v. POLAND,False,False,True,2
820,CASE OF MOREIRA BARBOSA v. PORTUGAL,False,False,True,2
821,CASE OF GÜLER AND UĞUR v. TURKEY [Extracts],False,False,True,2
822,CASE OF SADOVYAK v. UKRAINE,True,False,False,0
823,CASE OF KARPENKO v. RUSSIA,False,False,True,2
824,CASE OF BOUYID v. BELGIUM,False,False,True,2
825,CASE OF ÖZTÜRK v. TURKEY,False,True,False,1
826,CASE OF FENER RUM ERKEK LİSESİ VAKFI v. TURKEY,False,False,True,2
827,CASE OF TEKİN v. TURKEY,False,False,True,2
828,CASE OF ERNST AND OTHERS v. BELGIUM,False,False,True,2
829,CASE OF MATS JACOBSSON v. SWEDEN,False,False,True,2
830,"CASE OF STRELETZ, KESSLER AND KRENZ v. GERMANY",False,False,True,2
831,CASE OF SALAH SHEEKH v. THE NETHERLANDS,False,False,True,2
832,CASE OF SAOUD v. FRANCE,False,False,True,2
833,CASE OF SAVINY v. UKRAINE,False,True,False,1
834,CASE OF BALÇIK AND OTHERS v. TURKEY,False,False,True,2
835,CASE OF OĞUR v. TURKEY,False,True,False,1
836,CASE OF GUÉRIN v. FRANCE,False,False,True,2
837,CASE OF CALVELLI AND CIGLIO v. ITALY,False,False,True,2
838,CASE OF SHANAGHAN v. THE UNITED KINGDOM,False,True,False,1
839,CASE OF JANE SMITH v. THE UNITED KINGDOM,True,True,False,0-1
840,CASE OF PANOVITS v. CYPRUS,False,False,True,2
841,CASE OF H.L. v. THE UNITED KINGDOM,False,False,True,2
842,CASE OF VACHEV v. BULGARIA,False,False,True,2
843,CASE OF B. v. AUSTRIA,False,False,True,2
844,CASE OF FISCHER v. AUSTRIA,False,False,True,2
845,CASE OF NIEMIETZ v. GERMANY,False,False,True,2
846,CASE OF AGROTEHSERVIS v. UKRAINE,False,False,True,2
847,CASE OF BUCKLAND v. THE UNITED KINGDOM,True,True,False,0-1
848,CASE OF POLUFAKIN AND CHERNYSHEV v. RUSSIA,False,False,True,2
849,CASE OF AÏT-MOUHOUB v. FRANCE,False,False,True,2
850,CASE OF SCHULER-ZGRAGGEN v. SWITZERLAND (ARTICLE 50),False,False,True,2
851,CASE OF KRESS v. FRANCE,False,False,True,2
852,CASE OF MAGOMADOVA v. RUSSIA,False,False,True,2
853,CASE OF ALBERGAS AND ARLAUSKAS v. LITHUANIA,False,False,True,2
854,CASE OF MULTIPLEX v. CROATIA,False,False,True,2
855,CASE OF PÁKOZDI v. HUNGARY,False,False,True,2
856,CASE OF İPEK v. TURKEY,False,True,False,1
857,CASE OF MARŠÁLEK v. THE CZECH REPUBLIC,False,False,True,2
858,CASE OF STANKOV AND THE UNITED MACEDONIAN ORGANISATION ILINDEN v. BULGARIA,False,False,True,2
859,CASE OF LANGBORGER v. SWEDEN,False,False,True,2
860,CASE OF YAŞA v. TURKEY,False,True,False,1
861,CASE OF VILLA v. ITALY,False,False,True,2
862,CASE OF ASSENOV AND OTHERS v. BULGARIA,False,True,False,1
863,CASE OF KAY AND OTHERS v. THE UNITED KINGDOM,True,True,False,0-1
864,CASE OF AKGÖL AND GOL v. TURKEY,False,False,True,2
865,CASE OF MIŽIGÁROVÁ v. SLOVAKIA,False,False,True,2
866,CASE OF BRUMARESCU v. ROMANIA (ARTICLE 41),False,True,False,1
867,"CASE OF STOJKOVIC v. ""THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA""",False,False,True,2
868,CASE OF DERYAN v. TURKEY,False,False,True,2
869,CASE OF EVANS v. THE UNITED KINGDOM,False,False,True,2
870,CASE OF GAVRIL YOSIFOV v. BULGARIA,False,True,False,1
871,CASE OF HORVAT v. CROATIA,False,True,False,1
872,CASE OF LEJA v. LATVIA,False,False,True,2
873,CASE OF ACQUAVIVA v. FRANCE,False,False,True,2
874,CASE OF SCHIRMER v. POLAND,False,False,True,2
875,CASE OF R.D. v. POLAND,False,False,True,2
876,CASE OF DAVTYAN v. GEORGIA,False,False,True,2
877,CASE OF BENDENOUN v. FRANCE,False,False,True,2
878,CASE OF M.Ö. v. TURKEY,False,False,True,2
879,CASE OF KHUDOYOROV v. RUSSIA,False,False,True,2
880,CASE OF ÇAKICI v. TURKEY,False,True,False,1
881,CASE OF GRORI v. ALBANIA,False,False,True,2
882,CASE OF VELOSA BARRETO v. PORTUGAL,False,True,False,1
883,CASE OF AQUILINA v. MALTA,False,False,True,2
884,CASE OF IMMOBILIARE SAFFI v. ITALY,False,True,False,1
885,CASE OF MATACHE AND OTHERS v. ROMANIA,False,False,True,2
886,CASE OF ILAŞCU AND OTHERS v. MOLDOVA AND RUSSIA,False,False,True,2
887,CASE OF ZIMMERMANN AND STEINER v. SWITZERLAND,False,False,True,2
888,CASE OF KUMRU YILMAZ AND OTHERS v. TURKEY,True,False,False,0
889,CASE OF K.U. v. FINLAND,False,False,True,2
890,CASE OF VOLKOVA v. RUSSIA,False,False,True,2
891,CASE OF PELLEGRIN v. FRANCE,False,False,True,2
892,CASE OF REMLI v. FRANCE,False,True,False,1
893,CASE OF MAZUREK v. FRANCE,False,False,True,2
894,CASE OF LOPES FERNANDES v. PORTUGAL,False,False,True,2
895,CASE OF MATEESCU v. ROMANIA,False,False,True,2
896,"CASE OF ALIŠIĆ AND OTHERS v. BOSNIA AND HERZEGOVINA, CROATIA, SERBIA, SLOVENIA AND ""THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA""",False,False,True,2
897,CASE OF DEMİR AND BAYKARA v. TURKEY,False,True,False,1
898,CASE OF EDWARDS v. MALTA,False,True,False,1
899,CASE OF MEHMET AND SUNA YİĞİT v. TURKEY,False,False,True,2
900,CASE OF JASINSKIS v. LATVIA,False,False,True,2
901,CASE OF RAZZAKOV v. RUSSIA,False,False,True,2
902,CASE OF ĆOSIĆ v. CROATIA,True,True,False,0-1
903,CASE OF MELLACHER AND OTHERS v. AUSTRIA,False,True,False,1
904,CASE OF McFARLANE v. IRELAND,False,False,True,2
905,CASE OF MOTIERE v. FRANCE,False,False,True,2
906,CASE OF RIĐIĆ AND OTHERS v. SERBIA,False,False,True,2
907,CASE OF ASHINGDANE v. THE UNITED KINGDOM,False,False,True,2
908,CASE OF BEIAN v. ROMANIA [Extracts],False,True,False,1
909,CASE OF NAVARRA v. FRANCE,False,False,True,2
910,CASE OF GLOR v. SWITZERLAND,False,False,True,2
911,CASE OF BALMER-SCHAFROTH AND OTHERS v. SWITZERLAND,False,False,True,2
912,CASE OF A. AND OTHERS v. THE UNITED KINGDOM,False,False,True,2
913,CASE OF BUNKATE v. THE NETHERLANDS,False,False,True,2
914,CASE OF WIERZBICKI v. POLAND,False,True,False,1
915,CASE OF ERGİ v. TURKEY,False,True,False,1
916,CASE OF SERRILLI v. ITALY,False,False,True,2
917,CASE OF MITREA v. ROMANIA,False,False,True,2
918,CASE OF KOSTOV AND YANKOV v. BULGARIA,False,False,True,2
919,CASE OF STEPULEAC v. MOLDOVA,False,False,True,2
920,CASE OF CHAPPELL v. THE UNITED KINGDOM,False,False,True,2
921,CASE OF OMAR v. FRANCE,False,False,True,2
922,CASE OF C.G. AND OTHERS v. BULGARIA,False,True,False,1
923,CASE OF AKASHEV v. RUSSIA,False,False,True,2
924,CASE OF PAUKŠTIS v. LITHUANIA,False,False,True,2
925,CASE OF BOUCHELKIA v. FRANCE,False,False,True,2
926,CASE OF YANKOV v. BULGARIA,False,False,True,2
927,CASE OF MASSEY v. THE UNITED KINGDOM,False,False,True,2
928,CASE OF JANTNER v. SLOVAKIA,False,False,True,2
929,CASE OF MALONE v. THE UNITED KINGDOM (ARTICLE 50),False,False,True,2
930,CASE OF YORDANOV v. BULGARIA,False,False,True,2
931,CASE OF GLASS v. THE UNITED KINGDOM,False,False,True,2
932,CASE OF PADURET v. MOLDOVA,False,False,True,2
933,CASE OF PETKOV AND OTHERS v. BULGARIA,False,False,True,2
934,CASE OF KOMANICKY v. SLOVAKIA,False,False,True,2
935,CASE OF JUPPALA v. FINLAND,False,False,True,2
936,CASE OF V. v. FINLAND,False,False,True,2
937,CASE OF GUISSET v. FRANCE,False,False,True,2
938,CASE OF BARBU ANGHELESCU v. ROMANIA,False,False,True,2
939,CASE OF TREPASHKIN v. RUSSIA,False,False,True,2
940,CASE OF SUKHORUBCHENKO v. RUSSIA,False,False,True,2
941,CASE OF DEMIREL v. TURKEY,False,False,True,2
942,CASE OF IWÁNCZUK v. POLAND,False,False,True,2
943,CASE OF VALKOV AND OTHERS v. BULGARIA,False,False,True,2
944,CASE OF BÜKER v. TURKEY,False,False,True,2
945,CASE OF EKİNCİ AND AKALIN v. TURKEY,False,False,True,2
946,CASE OF PIOTR BARANOWSKI v. POLAND,False,False,True,2
947,CASE OF VACHER v. FRANCE,False,False,True,2
948,CASE OF OOO RUSATOMMET v. RUSSIA,False,False,True,2
949,CASE OF UZKURELIENE AND OTHERS v. LITHUANIA,False,False,True,2
950,CASE OF XENIDES-ARESTIS v. TURKEY,False,False,True,2
951,CASE OF TRUHLI v. CROATIA,False,False,True,2
952,CASE OF MOSTEANU AND OTHERS v. ROMANIA,False,False,True,2
953,CASE OF CONTRADA v. ITALY,False,False,True,2
954,CASE OF SIALKOWSKA v. POLAND,False,False,True,2
955,CASE OF SANNINO v. ITALY,False,False,True,2
956,"CASE OF I.J.L., G.M.R. AND A.K.P. v. THE UNITED KINGDOM",False,False,True,2
957,CASE OF TUDOR v. ROMANIA,False,False,True,2
958,CASE OF TANRIBILIR v. TURKEY,False,False,True,2
959,CASE OF SARGSYAN v. AZERBAIJAN,False,True,False,1
960,CASE OF ALLENET DE RIBEMONT v. FRANCE (INTERPRETATION),False,False,True,2
961,CASE OF PIKIC v. CROATIA,False,False,True,2
962,CASE OF GIZZATOVA v. RUSSIA,False,True,False,1
963,CASE OF SALIBA v. MALTA,False,True,False,1
964,CASE OF OBERSCHLICK v. AUSTRIA,False,False,True,2
965,CASE OF ZAYKINA v. RUSSIA,True,False,False,0
966,CASE OF CENNET AYHAN AND MEHMET SALIH AYHAN v. TURKEY,False,False,True,2
967,CASE OF ISYAR v. BULGARIA,False,False,True,2
968,CASE OF STAFFORD v. THE UNITED KINGDOM,False,False,True,2
969,CASE OF GUINCHO v. PORTUGAL,False,False,True,2
970,CASE OF KROON AND OTHERS v. THE NETHERLANDS,False,True,False,1
971,CASE OF VIAŞU v. ROMANIA,False,True,False,1
972,CASE OF SISOJEVA AND OTHERS v. LATVIA,False,False,True,2
973,CASE OF STEGARESCU AND BAHRIN  v. PORTUGAL,False,False,True,2
974,CASE OF STAGNO v. BELGIUM,False,False,True,2
975,CASE OF HOUSING ASSOCIATION OF WAR DISABLED AND VICTIMS OF WAR OF ATTICA AND OTHERS v. GREECE,False,False,True,2
976,CASE OF CARRELLA v. ITALY,False,False,True,2
977,CASE OF MORICE v. FRANCE,False,False,True,2
978,CASE OF SABRİ GÜNEŞ v. TURKEY,False,False,True,2
979,CASE OF BİÇ AND OTHERS v. TURKEY,False,False,True,2
980,CASE OF OLYMBIOU v. TURKEY,False,True,False,1
981,CASE OF SEMSI ONEN v. TURKEY,False,True,False,1
982,CASE OF IORDAN PETROV v. BULGARIA,False,False,True,2
983,CASE OF HURTADO v. SWITZERLAND,False,False,True,2
984,CASE OF APOSTOL v. GEORGIA,False,True,False,1
985,CASE OF VALLÉE v. FRANCE,False,False,True,2
986,CASE OF SOCIÉTÉ STENUIT v. FRANCE,False,False,True,2
987,CASE OF MOKRUSHINA v. RUSSIA,False,True,False,1
988,CASE OF MEGYERI v. GERMANY,False,False,True,2
989,CASE OF NAZARENKO v. UKRAINE,False,False,True,2
990,CASE OF PANDJIKIDZE AND OTHERS v. GEORGIA,False,False,True,2
991,CASE OF FREITAG v. GERMANY,False,False,True,2
992,CASE OF SANCHEZ-REISSE v. SWITZERLAND,False,False,True,2
993,CASE OF I. v. THE UNITED KINGDOM,False,False,True,2
994,CASE OF SARLI v. TURKEY,False,False,True,2
995,CASE OF REMETIN v. CROATIA,False,False,True,2
996,CASE OF HENTRICH v. FRANCE (INTERPRETATION),False,True,False,1
997,CASE OF ILIEV AND OTHERS v. BULGARIA,False,False,True,2
998,CASE OF HALDIMANN AND OTHERS v. SWITZERLAND,False,False,True,2
999,CASE OF PROKOPENKO v. RUSSIA,False,True,False,1
1000,CASE OF AKA v. TURKEY,False,False,True,2
1001,CASE OF ARTUN AND GÜVENER  v. TURKEY,False,False,True,2
1002,CASE OF A.P. v. ITALY,False,False,True,2
1003,CASE OF TOURKIKI ENOSI XANTHIS AND OTHERS v. GREECE,False,False,True,2
1004,CASE OF BAUMANN v. AUSTRIA,False,False,True,2
1005,CASE OF BALLIU v. ALBANIA,False,False,True,2
1006,CASE OF KAVAKLIOĞLU AND OTHERS v. TURKEY,False,False,True,2
1007,CASE OF BLESA RODRÍGUEZ v. SPAIN,False,False,True,2
1008,CASE OF R. v. BELGIUM,False,False,True,2
1009,CASE OF JABARI v. TURKEY,False,False,True,2
1010,CASE OF PUDAS v. SWEDEN,False,False,True,2
1011,CASE OF MAIORANO AND OTHERS v. ITALY,False,False,True,2
1012,CASE OF LEEMPOEL AND S.A. ED. CINE REVUE v. BELGIUM,False,False,True,2
1013,CASE OF HAUSCHILDT v. DENMARK,False,False,True,2
1014,CASE OF DINCHEV v. BULGARIA,False,False,True,2
1015,"CASE OF X, Y AND Z v. THE UNITED KINGDOM",False,False,True,2
1016,CASE OF CIECHOŃSKA v. POLAND,False,False,True,2
1017,CASE OF CROMPTON v. THE UNITED KINGDOM,False,True,False,1
1018,CASE OF FABRIS v. FRANCE,False,True,False,1
1019,CASE OF RESSEGATTI v. SWITZERLAND,False,False,True,2
1020,CASE OF BEKAURI v. GEORGIA,False,False,True,2
1021,CASE OF CLIFT v. THE UNITED KINGDOM,False,False,True,2
1022,CASE OF PERUZZI v. ITALY,False,False,True,2
1023,CASE OF UNTERPERTINGER v. AUSTRIA,False,False,True,2
1024,CASE OF DICLE FOR THE DEMOCRATIC PARTY (DEP) OF TURKEY v. TURKEY,False,False,True,2
1025,CASE OF I.B. v. GREECE,False,False,True,2
1026,CASE OF VOGT v. GERMANY (ARTICLE 50),False,False,True,2
1027,CASE OF ZUMTOBEL v. AUSTRIA,False,False,True,2
1028,CASE OF BOZCAADA KIMISIS TEODOKU RUM ORTODOKS KILISESI VAKFI  v. TURKEY,False,True,False,1
1029,CASE OF KEEGAN v. IRELAND,False,True,False,1
1030,CASE OF APOSTOLİDİ AND OTHERS v. TURKEY,False,False,True,2
1031,CASE OF STECK-RISCH AND OTHERS v. LIECHTENSTEIN,False,False,True,2
1032,CASE OF SHCHEGLYUK v. RUSSIA,False,False,True,2
1033,CASE OF TAŞ v. TURKEY,False,True,False,1
1034,CASE OF VAN GEYSEGHEM v. BELGIUM,False,False,True,2
1035,CASE OF PHILIS v. GREECE (No. 2),False,False,True,2
1036,CASE OF FREDIN v. SWEDEN (No. 2),False,False,True,2
1037,CASE OF FREEDOM AND DEMOCRACY PARTY (ÖZDEP) v. TURKEY,False,False,True,2
1038,CASE OF AMATO GAUCI v. MALTA,False,True,False,1
1039,CASE OF MAKSIMIKHA v. UKRAINE,False,False,True,2
1040,CASE OF HARDY AND MAILE v. THE UNITED KINGDOM,False,True,False,1
1041,CASE OF R.L. AND M.-J.D. v. FRANCE,False,False,True,2
1042,CASE OF ISMOILOV AND OTHERS v. RUSSIA,False,False,True,2
1043,CASE OF H.F. v. SLOVAKIA,False,True,False,1
1044,CASE OF SVENCIONIENE v. LITHUANIA,False,False,True,2
1045,CASE OF ARTICO v. ITALY,False,False,True,2
1046,CASE OF VOYTENKO v. UKRAINE,False,False,True,2
1047,CASE OF TINNELLY & SONS LTD AND OTHERS AND McELDUFF AND OTHERS v. THE UNITED KINGDOM,False,False,True,2
1048,CASE OF KRASUSKI v. POLAND,False,False,True,2
1049,CASE OF STAMOULAKATOS v. GREECE (No. 1),False,False,True,2
1050,CASE OF CHA'ARE SHALOM VE TSEDEK v. FRANCE,False,False,True,2
1051,CASE OF GOLEMANOVA v. BULGARIA,False,False,True,2
1052,CASE OF MARTINIE v. FRANCE,False,False,True,2
1053,CASE OF EON v. FRANCE [Extracts],False,True,False,1
1054,CASE OF SØRENSEN AND RASMUSSEN v. DENMARK,False,False,True,2
1055,CASE OF KADIĶIS v. LATVIA (No. 2),False,False,True,2
1056,"CASE OF ISAYEVA, YUSUPOVA AND BAZAYEVA v. RUSSIA ",False,False,True,2
1057,CASE OF ROSENZWEIG AND BONDED WAREHOUSES LTD. v. POLAND,False,False,True,2
1058,CASE OF PONYAYEVA AND OTHERS v. RUSSIA,False,False,True,2
1059,CASE OF K.A. v. FINLAND,False,False,True,2
1060,CASE OF BELLET v. FRANCE,False,True,False,1
1061,CASE OF LUSHKIN AND OTHERS v. RUSSIA,True,False,False,0
1062,CASE OF THLIMMENOS v. GREECE,False,True,False,1
1063,CASE OF AL-JEDDA v. THE UNITED KINGDOM,False,False,True,2
1064,CASE OF POSTI AND RAHKO v. FINLAND,False,False,True,2
1065,CASE OF RUMMI v. ESTONIA,False,False,True,2
1066,CASE OF KUKKONEN v. FINLAND,False,False,True,2
1067,CASE OF DENISOV v. UKRAINE,False,False,True,2
1068,CASE OF O. v. THE UNITED KINGDOM (ARTICLE 50),False,False,True,2
1069,CASE OF STÖGMÜLLER v. AUSTRIA,False,False,True,2
1070,CASE OF YOUTH INITIATIVE FOR HUMAN RIGHTS v. SERBIA,False,False,True,2
1071,CASE OF VON HANNOVER v. GERMANY (No. 2),False,False,True,2
1072,CASE OF VACCARO v. ITALY,False,False,True,2
1073,CASE OF SHCHIBORSHCH AND KUZMINA v. RUSSIA,False,False,True,2
1074,CASE OF SILVA PONTES v. PORTUGAL,False,False,True,2
1075,CASE OF SANOMA UITGEVERS B.V. v. THE NETHERLANDS,False,False,True,2
1076,CASE OF MUSTAFA ERDOĞAN AND OTHERS v. TURKEY,False,False,True,2
1077,CASE OF MILENA FELICIA DUMITRESCU v. ROMANIA,False,False,True,2
1078,CASE OF HIRSCHHORN v. ROMANIA,False,False,True,2
1079,CASE OF TALPIS v. ITALY,False,True,False,1
1080,CASE OF MAIRE v. PORTUGAL,False,False,True,2
1081,CASE OF MICHAEL EDWARD COOKE v. AUSTRIA,False,True,False,1
1082,CASE OF CLAES v. BELGIUM [Extracts],False,False,True,2
1083,CASE OF VRIONI AND OTHERS v. ALBANIA,False,False,True,2
1084,CASE OF BÉLÁNÉ NAGY v. HUNGARY,False,False,True,2
1085,CASE OF SALIBA AND OTHERS v. MALTA,False,False,True,2
1086,CASE OF ABDULKHAKOV v. RUSSIA,False,False,True,2
1087,CASE OF IGARIENE AND PETRAUSKIENE v. LITHUANIA,False,False,True,2
1088,CASE OF AXEN v. GERMANY,False,False,True,2
1089,CASE OF S.L. v. AUSTRIA,False,True,False,1
1090,CASE OF STEEL AND OTHERS v. THE UNITED KINGDOM,False,False,True,2
1091,CASE OF AUTRONIC AG v. SWITZERLAND,False,False,True,2
1092,CASE OF AVCI AND OTHERS v. TURKEY,False,False,True,2
1093,CASE OF ANDREI GEORGIEV v. BULGARIA,False,False,True,2
1094,CASE OF EKBATANI v. SWEDEN,False,False,True,2
1095,CASE OF BILGIN v. TURKEY,False,True,False,1
1096,CASE OF ZAGORODNIKOV v. RUSSIA,False,False,True,2
1097,CASE OF ABDU v. BULGARIA [Extracts],False,False,True,2
1098,CASE OF SALESI v. ITALY,False,False,True,2
1099,CASE OF CHITAYEV v. RUSSIA,False,False,True,2
1100,CASE OF ALLAN JACOBSSON v. SWEDEN (No. 1),False,True,False,1
1101,CASE OF HENRYK URBAN AND RYSZARD URBAN v. POLAND,False,False,True,2
1102,CASE OF ANDERSSON v. SWEDEN,False,False,True,2
1103,CASE OF KOT v. RUSSIA,False,True,False,1
1104,CASE OF REDNIC AND OTHERS v. ROMANIA,False,False,True,2
1105,CASE OF AKSU v. TURKEY,False,False,True,2
1106,CASE OF PAUL AND AUDREY EDWARDS v. THE UNITED KINGDOM,False,True,False,1
1107,CASE OF SHEFFIELD AND HORSHAM v. THE UNITED KINGDOM,False,True,False,1
1108,CASE OF SVINTITSKIY AND GONCHAROV v. UKRAINE,False,False,True,2
1109,"CASE OF F. SANTOS, LDA., v. PORTUGAL",False,False,True,2
1110,CASE OF PISANO v. ITALY,False,False,True,2
1111,CASE OF HAJDUOVÁ v. SLOVAKIA,False,True,False,1
1112,CASE OF S. v. SWITZERLAND,False,False,True,2
1113,CASE OF ZHOU v. ITALY,False,False,True,2
1114,CASE OF RUNKEE AND WHITE v. THE UNITED KINGDOM,False,False,True,2
1115,CASE OF MLADINA D.D. LJUBLJANA v. SLOVENIA,False,False,True,2
1116,CASE OF ILHAN v. TURKEY,False,True,False,1
1117,CASE OF MUSTAFA TUNÇ AND FECİRE TUNÇ v. TURKEY,False,False,True,2
1118,CASE OF CEYLAN v. TURKEY,False,False,True,2
1119,CASE OF VERNILLO v. FRANCE,False,True,False,1
1120,CASE OF ZAGREBAČKA BANKA D.D. v. CROATIA,False,True,False,1
1121,CASE OF VITTORIO AND LUIGI MANCINI v. ITALY,False,False,True,2
1122,CASE OF ZWIERZYNSKI v. POLAND,False,True,False,1
1123,CASE OF BLECIC v. CROATIA,True,True,False,0-1
1124,CASE OF AKDİVAR AND OTHERS v. TURKEY (ARTICLE 50),False,True,False,1
1125,CASE OF ŞATIR v. TURKEY,False,False,True,2
1126,CASE OF TINNER v. SWITZERLAND,False,False,True,2
1127,CASE OF CABLE AND OTHERS v. THE UNITED KINGDOM,False,False,True,2
1128,CASE OF KEMAL GÜVEN v. TURKEY,False,False,True,2
1129,CASE OF DUBETSKA AND OTHERS v. UKRAINE,False,True,False,1
1130,CASE OF KARLHEINZ SCHMIDT v. GERMANY,False,False,True,2
1131,"CASE OF A, B AND C  v. IRELAND",False,False,True,2
1132,CASE OF STANKOVA v. SLOVAKIA,True,True,False,0-1
1133,CASE OF PAPAMICHALOPOULOS AND OTHERS v. GREECE,False,True,False,1
1134,CASE OF EREMIA v. THE REPUBLIC OF MOLDOVA,False,True,False,1
1135,CASE OF TRE TRAKTÖRER AKTIEBOLAG v. SWEDEN,False,False,True,2
1136,CASE OF GARCÍA MANIBARDO v. SPAIN,False,False,True,2
1137,CASE OF POLAT v. TURKEY,False,False,True,2
1138,CASE OF BRONIOWSKI v. POLAND,False,True,False,1
1139,CASE OF BORISOVA v. BULGARIA,False,False,True,2
1140,CASE OF SC MASINEXPORTIMPORT INDUSTRIAL GROUP SA v. ROMANIA,False,False,True,2
1141,CASE OF BORTESI  AND OTHERS v. ITALY,False,False,True,2
1142,CASE OF HASAN AND EYLEM ZENGİN v. TURKEY,False,False,True,2
1143,CASE OF CONNORS v. THE UNITED KINGDOM,True,True,False,0-1
1144,CASE OF CARABULEA v. ROMANIA,False,False,True,2
1145,CASE OF CRAXI v. ITALY,False,False,True,2
1146,CASE OF CASTELLS v. SPAIN,False,False,True,2
1147,CASE OF FEDOTOV v. RUSSIA,False,False,True,2
1148,CASE OF BEUZE v. BELGIUM,False,False,True,2
1149,CASE OF LEE v. THE UNITED KINGDOM,True,True,False,0-1
1150,CASE OF CRAXI v. ITALY (No. 2),False,False,True,2
1151,CASE OF DOĞRUSÖZ AND ASLAN v. TURKEY,False,False,True,2
1152,CASE OF VARBANOV v. BULGARIA,False,True,False,1
1153,CASE OF LAVENTS v. LATVIA,False,False,True,2
1154,CASE OF TOȘCUȚĂ AND OTHERS v. ROMANIA,False,False,True,2
1155,CASE OF EREN AND OTHERS v. TURKEY,False,False,True,2
1156,CASE OF BUCHEŇ v. THE CZECH REPUBLIC,False,False,True,2
1157,CASE OF BURDOV v. RUSSIA,False,True,False,1
1158,CASE OF LÁSZLÓ MAGYAR v. HUNGARY,False,False,True,2
1159,CASE OF FOLGERØ AND OTHERS v. NORWAY,False,False,True,2
1160,CASE OF VASIL SASHOV PETROV v. BULGARIA,False,False,True,2
1161,CASE OF DENISOVA AND MOISEYEVA v. RUSSIA,False,False,True,2
1162,CASE OF TOTEVA v. BULGARIA,False,False,True,2
1163,CASE OF GAVRILENKO v. RUSSIA,False,False,True,2
1164,CASE OF SARBAN v. MOLDOVA,False,False,True,2
1165,CASE OF MAYDANIK v. UKRAINE,False,False,True,2
1166,CASE OF CUSCANI v. THE UNITED KINGDOM,False,False,True,2
1167,CASE OF MENNESSON v. FRANCE [Extracts],False,False,True,2
1168,CASE OF BOCA v. BELGIUM,False,False,True,2
1169,CASE OF TAHSIN ACAR v. TURKEY,False,True,False,1
1170,CASE OF HATTON AND OTHERS v. THE UNITED KINGDOM,False,True,False,1
1171,CASE OF CONE v. ROMANIA,False,False,True,2
1172,CASE OF CASTRAVET v. MOLDOVA,False,False,True,2
1173,CASE OF WIOT v. FRANCE,False,False,True,2
1174,CASE OF SUDARKOV v. RUSSIA,False,False,True,2
1175,CASE OF EKIN ASSOCIATION v. FRANCE,False,False,True,2
1176,CASE OF GANCI v. ITALY,False,False,True,2
1177,CASE OF KİPRİTCİ v. TURKEY,False,False,True,2
1178,CASE OF WOUKAM MOUDEFO v. FRANCE,False,False,True,2
1179,CASE OF RANINEN v. FINLAND,False,True,False,1
1180,CASE OF MELNYCHENKO v. UKRAINE,False,False,True,2
1181,CASE OF SHKALLA v. ALBANIA,False,False,True,2
1182,CASE OF MOREL v. FRANCE,False,False,True,2
1183,CASE OF GERGER v. TURKEY,False,False,True,2
1184,CASE OF AKKOC v. TURKEY,False,False,True,2
1185,CASE OF GHIGO v. MALTA,False,False,True,2
1186,CASE OF STORCK v. GERMANY,False,False,True,2
1187,CASE OF BIONDIC v. CROATIA,False,True,False,1
1188,CASE OF MOUVEMENT RAËLIEN SUISSE v. SWITZERLAND,False,False,True,2
1189,CASE OF KHAYLO v. UKRAINE,False,True,False,1
1190,CASE OF PECK v. THE UNITED KINGDOM,False,False,True,2
1191,CASE OF UZUN v. GERMANY,False,False,True,2
1192,CASE OF RAMOS NUNES DE CARVALHO E SÁ v. PORTUGAL,False,False,True,2
1193,CASE OF VAN DER TANG v. SPAIN,False,False,True,2
1194,CASE OF PAPLAUSKIENĖ v. LITHUANIA,False,True,False,1
1195,CASE OF GLYKANTZI v. GREECE,False,False,True,2
1196,CASE OF KADLEC AND OTHERS v. THE CZECH REPUBLIC,False,False,True,2
